failure_class,area,shape,mode,detail,signatures,rows,example_signature,example_seed,example_profile,example_replay_path
tree-mismatch,MathML / HTML integration tree construction,wordpress-scalar-dom-element,full-document,"""<value>"" => <b>",11,11,168fd1ad23cd,3955824,full-document,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-3955824/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,fragment-body,<code> => <code>,10,10,018bd844abf8,1512985,body-fragment,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-1512985/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,wordpress-scalar-dom-element,full-document,"""<value>"" => <font>",10,10,0319a2caeb8f,2106610,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-2106610/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,fragment-body,<dd> => <dd>,10,10,04fac8b23e9d,3086799,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-3086799/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,fragment-body,<base> => <base>,10,10,068a80b93a85,658972,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-658972/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,fragment-body,<li> => <li>,10,10,0de99583b8d5,3894571,comments-doctype-bogus,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-3894571/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,full-document,<img> => <img>,10,10,11745e0042eb,273093,comments-doctype-bogus,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-273093/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,wordpress-scalar-dom-element,fragment-body,"""<value>"" => <s>",10,10,16963cfc2300,5315444,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-5315444/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,fragment-body,<img> => <img>,10,10,1862454c5cb9,3248790,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-3248790/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,full-document,<source> => <source>,10,10,1a0d3ed38f5a,3702809,full-document,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-3702809/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,fragment-body,<meta> => <meta>,10,10,20ed31bbde4b,2803187,deep-nesting,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-2803187/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<custom-element> => <i>,10,10,28c7b83db3ad,510090,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-510090/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,fragment-body,<article> => <article>,10,10,29f6826ac331,1561538,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-1561538/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,full-document,<svg svg> => <font>,10,10,691afed34a9f,6103818,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-6103818/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<svg svg> => <i>,9,9,01567191dc2e,1687605,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-1687605/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,wordpress-scalar-dom-element,full-document,"""<value>"" => <em>",9,9,081e2e526776,5944472,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-5944472/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,fragment-body,<header> => <header>,9,9,0c38e788d3f9,6838163,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-6838163/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,full-document,<math math> => <b>,9,9,0f8ad947e1aa,4510681,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-4510681/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,fragment-body,<form> => <form>,9,9,12c8ae0daeb0,8294177,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-8294177/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<svg svg> => <b>,9,9,17e65c6a1ed3,999253,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-999253/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,fragment-body,<em> => <em>,9,9,213f2d292124,7963915,body-fragment,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-7963915/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<svg svg> => <small>,9,9,218ecbbcfa1f,7155100,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-7155100/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,fragment-body,<small> => <small>,8,8,0641192f0025,6750372,attributes-entities,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-6750372/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,wordpress-scalar-dom-element,full-document,"""<value>"" => <code>",8,8,0812e4aff476,3125058,incomplete-malformed,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-3125058/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,fragment-body,<b> => <b>,8,8,09f20facb9ff,1478686,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-1478686/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<math math> => <small>,8,8,0b63d90f9858,7617797,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-7617797/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,full-document,<article> => <article>,8,8,0cb053545d24,2173094,full-document,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-2173094/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-scalar-lines,fragment-body,"<!-- <comment> --> => ""<value>""",8,8,43333468326f,2976178,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-2976178/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,full-document,<svg svg> => <b>,7,7,053c31d1d9df,2193942,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-2193942/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,full-document,<h3> => <h3>,7,7,06bcb17c7d3e,3422374,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-3422374/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,full-document,<footer> => <footer>,7,7,072a586caa8c,6455006,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-6455006/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,fragment-body,<noembed> => <noembed>,7,7,08d8859454db,1201849,body-fragment,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-1201849/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,full-document,<area> => <area>,7,7,0b04721371a7,3860077,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-3860077/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,full-document,<math math> => <strong>,7,7,0df7bdc90788,242152,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-242152/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,full-document,<input> => <input>,7,7,13262a5cf719,263435,template,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-263435/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,fragment-body,<mark> => <mark>,7,7,14033b9a86ce,1788286,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-1788286/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,full-document,<link> => <link>,7,7,147b0f511af6,6207933,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-6207933/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,full-document,<math math> => <i>,7,7,1748b149c62b,1561091,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-1561091/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<svg svg> => <strong>,7,7,1853d235b4db,6192034,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-6192034/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,full-document,<custom-element> => <font>,7,7,19642db98625,8149262,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-8149262/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<math math> => <form>,7,7,19be0402d0f7,1503484,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-1503484/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,full-document,<option> => <option>,7,7,1dfbc1767001,1474028,tables,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-1474028/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,full-document,<dl> => <dl>,7,7,2da31da4a4b8,4834141,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-4834141/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,fragment-body,<span> => <span>,7,7,3bd9f1482414,5494459,body-fragment,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-5494459/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,fragment-body,<script> => <script>,7,7,5a580bb6391e,2578342,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-2578342/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,fragment-body,<noscript> => <noscript>,7,7,61142f9631be,5645388,rawtext-rcdata,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-5645388/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,fragment-body,<custom-element> => <strong>,6,6,017c20cd06fc,3383471,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-3383471/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,different-element-lines,full-document,<math math> => <small>,6,6,032e281bca0e,7534848,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-7534848/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,full-document,<blockquote> => <blockquote>,6,6,059ee94a21a7,1267255,full-document,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-1267255/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,full-document,<ul> => <ul>,6,6,076fb447a78a,1357652,full-document,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-1357652/primary/replay.json
tree-mismatch,MathML / HTML integration tree construction,same-rendered-node-different-path-or-order,full-document,<pre> => <pre>,6,6,0e831d9ab351,3336416,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-3336416/primary/replay.json
